claim_id,customer_tier,incident_type,claim_amount,documents_verified,prior_claims_count,policy_tenure_years,days_since_incident,region,channel,fraud_score,ai_initial_decision,human_final_decision,processing_cost,processing_time_hours,outcome,successful_outcome
CLM110222,silver,other,12500.0,True,0,2.3,22,east,app,0.145,AUTO_PROCESS,N/A,42.9,0.08,SUCCESSFUL,1
CLM110223,silver,theft,60100.0,True,2,2.5,17,west,call_center,0.366,HUMAN_REVIEW,APPROVE,255.19,32.32,SUCCESSFUL,1
CLM110224,silver,medical,31900.0,True,1,2.7,8,north,app,0.0,AUTO_PROCESS,N/A,40.0,0.3,SUCCESSFUL,1
CLM110225,silver,theft,26600.0,True,0,2.5,26,south,agent,0.281,AUTO_PROCESS,N/A,45.62,0.24,CUSTOMER_COMPLAINT,0
CLM110226,silver,mechanical,68500.0,True,1,8.4,34,north,app,0.174,HUMAN_REVIEW,APPROVE,245.67,55.18,CUSTOMER_COMPLAINT,0
CLM110227,standard,theft,13800.0,True,4,5.8,28,south,app,0.624,AUTO_PROCESS,N/A,52.48,0.15,REOPENED,0
CLM110228,standard,mechanical,29500.0,True,0,1.6,9,west,call_center,0.032,AUTO_PROCESS,N/A,40.64,0.26,SUCCESSFUL,1
CLM110229,standard,mechanical,27000.0,True,1,8.0,3,west,app,0.008,AUTO_PROCESS,N/A,40.16,0.17,SUCCESSFUL,1
CLM110230,standard,other,20600.0,True,1,4.4,24,south,agent,0.364,AUTO_PROCESS,N/A,47.28,0.26,DISPUTED,0
CLM110231,silver,theft,25000.0,True,2,6.4,21,north,app,0.274,AUTO_PROCESS,N/A,45.48,0.17,SUCCESSFUL,1
CLM110232,standard,airline_fault,13500.0,False,2,6.3,42,east,app,0.414,AUTO_PROCESS,N/A,48.28,0.16,CUSTOMER_COMPLAINT,0
CLM110233,standard,mechanical,10300.0,False,1,5.8,30,west,agent,0.352,AUTO_PROCESS,N/A,47.04,0.14,SUCCESSFUL,1
CLM110234,silver,other,45200.0,True,0,5.6,22,south,agent,0.071,AUTO_PROCESS,N/A,41.42,0.08,SUCCESSFUL,1
CLM110235,standard,airline_fault,30600.0,True,0,8.5,4,west,agent,0.149,AUTO_PROCESS,N/A,42.98,0.22,SUCCESSFUL,1
CLM110236,silver,other,15600.0,False,0,8.5,12,north,agent,0.418,AUTO_PROCESS,N/A,48.36,0.16,CUSTOMER_COMPLAINT,0
CLM110237,standard,other,61500.0,True,0,2.7,7,south,app,0.372,HUMAN_REVIEW,APPROVE,290.39,52.62,SUCCESSFUL,1
CLM110238,standard,theft,15600.0,True,0,9.1,15,south,app,0.247,AUTO_PROCESS,N/A,44.94,0.12,SUCCESSFUL,1
CLM110239,standard,mechanical,18000.0,True,1,2.0,1,east,agent,0.063,AUTO_PROCESS,N/A,41.26,0.07,SUCCESSFUL,1
CLM110240,standard,airline_fault,46300.0,True,1,3.3,21,south,agent,0.163,AUTO_PROCESS,N/A,43.26,0.2,SUCCESSFUL,1
CLM110241,standard,airline_fault,21000.0,False,1,4.3,4,west,app,0.223,AUTO_PROCESS,N/A,44.46,0.19,SUCCESSFUL,1
CLM110242,standard,mechanical,97200.0,False,2,1.5,9,west,call_center,0.674,HUMAN_REVIEW,APPROVE,243.19,55.77,FRAUD_CONFIRMED,0
CLM110243,standard,medical,89500.0,True,1,6.1,20,east,agent,0.346,HUMAN_REVIEW,REJECT,224.44,18.89,FRAUD_CONFIRMED,0
CLM110244,standard,other,51600.0,True,0,4.4,41,south,agent,0.467,HUMAN_REVIEW,APPROVE,310.34,58.94,FRAUD_CONFIRMED,0
CLM110245,silver,airline_fault,136100.0,False,1,1.6,40,south,call_center,0.497,HUMAN_REVIEW,REJECT,240.86,65.15,CUSTOMER_COMPLAINT,0
CLM110246,standard,mechanical,76000.0,True,0,5.0,23,west,agent,0.218,HUMAN_REVIEW,APPROVE,203.79,25.34,CUSTOMER_COMPLAINT,0
CLM110247,standard,mechanical,55300.0,False,1,1.1,43,south,app,0.462,HUMAN_REVIEW,REJECT,251.81,16.8,FRAUD_CONFIRMED,0
CLM110248,standard,mechanical,78800.0,True,1,2.3,21,south,app,0.189,HUMAN_REVIEW,APPROVE,277.68,29.98,FRAUD_CONFIRMED,0
CLM110249,premium,theft,74700.0,True,0,2.5,14,east,app,0.308,HUMAN_REVIEW,APPROVE,239.95,56.36,SUCCESSFUL,1
CLM110250,silver,other,188800.0,False,0,2.7,43,east,agent,0.724,HUMAN_REVIEW,REJECT,273.68,27.53,FRAUD_CONFIRMED,0
CLM110251,premium,mechanical,23200.0,True,0,5.3,27,east,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.09,SUCCESSFUL,1
CLM110252,premium,airline_fault,25500.0,True,0,6.9,40,north,app,0.024,AUTO_PROCESS,N/A,40.48,0.18,SUCCESSFUL,1
CLM110253,standard,medical,29700.0,True,1,6.6,9,west,call_center,0.036,AUTO_PROCESS,N/A,40.72,0.22,SUCCESSFUL,1
CLM110254,silver,airline_fault,70000.0,True,0,1.8,8,west,app,0.256,HUMAN_REVIEW,REJECT,246.91,65.45,CUSTOMER_COMPLAINT,0
CLM110255,standard,other,9500.0,True,1,2.0,39,east,app,0.042,AUTO_PROCESS,N/A,40.84,0.13,SUCCESSFUL,1
CLM110256,premium,other,27100.0,True,0,4.3,16,north,app,0.195,AUTO_PROCESS,N/A,43.9,0.14,SUCCESSFUL,1
CLM110257,standard,airline_fault,55200.0,True,0,6.5,19,west,call_center,0.199,HUMAN_REVIEW,APPROVE,284.36,13.67,REOPENED,0
CLM110258,standard,theft,8200.0,False,2,4.7,39,east,app,0.772,HUMAN_REVIEW,APPROVE,247.38,40.11,FRAUD_CONFIRMED,0
CLM110259,premium,medical,17400.0,False,0,6.3,34,south,app,0.413,AUTO_PROCESS,N/A,48.26,0.26,SUCCESSFUL,1
CLM110260,silver,mechanical,18100.0,True,1,2.3,15,north,call_center,0.113,AUTO_PROCESS,N/A,42.26,0.07,SUCCESSFUL,1
CLM110261,premium,mechanical,37400.0,False,1,2.1,3,north,app,0.429,AUTO_PROCESS,N/A,48.58,0.2,REOPENED,0
CLM110262,standard,other,59100.0,True,1,6.6,36,west,agent,0.178,HUMAN_REVIEW,REJECT,269.2,35.11,FRAUD_CONFIRMED,0
CLM110263,standard,weather,4800.0,False,1,4.8,2,west,call_center,0.537,AUTO_PROCESS,N/A,50.74,0.16,SUCCESSFUL,1
CLM110264,standard,mechanical,40900.0,True,0,4.5,9,north,app,0.298,AUTO_PROCESS,N/A,45.96,0.21,SUCCESSFUL,1
CLM110265,standard,airline_fault,15400.0,False,1,2.7,41,north,app,0.245,AUTO_PROCESS,N/A,44.9,0.08,DISPUTED,0
CLM110266,standard,weather,2900.0,False,0,5.4,18,east,agent,0.491,AUTO_PROCESS,N/A,49.82,0.11,SUCCESSFUL,1
CLM110267,standard,other,3400.0,False,0,4.6,10,north,call_center,0.544,AUTO_PROCESS,N/A,50.88,0.21,SUCCESSFUL,1
CLM110268,silver,medical,9900.0,True,1,4.5,25,west,call_center,0.136,AUTO_PROCESS,N/A,42.72,0.21,SUCCESSFUL,1
CLM110269,standard,theft,14100.0,False,0,2.8,39,east,app,0.671,AUTO_PROCESS,N/A,53.42,0.07,FRAUD_CONFIRMED,0
CLM110270,silver,airline_fault,66800.0,True,3,1.5,12,north,app,0.396,HUMAN_REVIEW,APPROVE,287.37,50.73,SUCCESSFUL,1
CLM110271,premium,other,23800.0,True,2,4.0,28,north,app,0.17,AUTO_PROCESS,N/A,43.4,0.07,SUCCESSFUL,1
CLM110272,silver,weather,27500.0,False,0,9.1,42,east,call_center,0.362,AUTO_PROCESS,N/A,47.24,0.22,REOPENED,0
CLM110273,standard,theft,13500.0,False,1,5.7,43,south,call_center,0.681,AUTO_PROCESS,N/A,53.62,0.25,DISPUTED,0
CLM110274,standard,weather,34900.0,True,0,7.6,0,south,call_center,0.193,AUTO_PROCESS,N/A,43.86,0.06,SUCCESSFUL,1
CLM110275,standard,mechanical,92200.0,True,2,8.4,34,west,agent,0.367,HUMAN_REVIEW,REJECT,223.58,68.42,CUSTOMER_COMPLAINT,0
CLM110276,silver,theft,12700.0,True,0,3.9,35,south,agent,0.056,AUTO_PROCESS,N/A,41.12,0.22,SUCCESSFUL,1
CLM110277,standard,mechanical,64200.0,True,1,4.3,20,west,app,0.383,HUMAN_REVIEW,APPROVE,245.21,69.21,SUCCESSFUL,1
CLM110278,standard,mechanical,46500.0,True,0,1.9,32,east,agent,0.193,AUTO_PROCESS,N/A,43.86,0.14,SUCCESSFUL,1
CLM110279,premium,mechanical,230500.0,False,2,1.3,6,west,app,0.639,HUMAN_REVIEW,APPROVE,212.1,42.84,FRAUD_CONFIRMED,0
CLM110280,silver,medical,9200.0,True,1,4.0,30,south,app,0.086,AUTO_PROCESS,N/A,41.72,0.15,SUCCESSFUL,1
CLM110281,silver,theft,50800.0,True,1,4.3,19,west,agent,0.284,HUMAN_REVIEW,APPROVE,266.31,30.98,SUCCESSFUL,1
CLM110282,standard,other,12800.0,True,0,3.7,2,north,agent,0.253,AUTO_PROCESS,N/A,45.06,0.14,CUSTOMER_COMPLAINT,0
CLM110283,premium,airline_fault,44100.0,True,0,5.7,8,west,app,0.137,AUTO_PROCESS,N/A,42.74,0.22,DISPUTED,0
CLM110284,standard,airline_fault,47600.0,True,0,7.9,37,north,agent,0.218,AUTO_PROCESS,N/A,44.36,0.21,SUCCESSFUL,1
CLM110285,standard,weather,18300.0,False,1,3.8,18,west,agent,0.444,AUTO_PROCESS,N/A,48.88,0.27,FRAUD_CONFIRMED,0
CLM110286,premium,airline_fault,45700.0,True,2,5.8,5,east,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.28,SUCCESSFUL,1
CLM110287,premium,mechanical,38500.0,True,0,2.3,7,north,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.07,SUCCESSFUL,1
CLM110288,standard,weather,38900.0,True,0,9.8,7,south,agent,0.274,AUTO_PROCESS,N/A,45.48,0.07,SUCCESSFUL,1
CLM110289,standard,airline_fault,13200.0,True,1,2.6,9,north,agent,0.319,AUTO_PROCESS,N/A,46.38,0.12,SUCCESSFUL,1
CLM110290,standard,weather,44400.0,True,1,4.7,39,west,agent,0.35,AUTO_PROCESS,N/A,47.0,0.08,SUCCESSFUL,1
CLM110291,silver,mechanical,20700.0,True,2,2.0,2,east,app,0.044,AUTO_PROCESS,N/A,40.88,0.19,SUCCESSFUL,1
CLM110292,silver,medical,16200.0,False,2,1.9,20,north,agent,0.246,AUTO_PROCESS,N/A,44.92,0.23,DISPUTED,0
CLM110293,standard,mechanical,8500.0,True,0,4.3,41,west,agent,0.059,AUTO_PROCESS,N/A,41.18,0.13,FRAUD_CONFIRMED,0
CLM110294,standard,other,6200.0,True,0,4.3,12,north,call_center,0.166,AUTO_PROCESS,N/A,43.32,0.29,SUCCESSFUL,1
CLM110295,silver,weather,7700.0,False,0,1.9,24,east,call_center,0.288,AUTO_PROCESS,N/A,45.76,0.06,SUCCESSFUL,1
CLM110296,silver,mechanical,17400.0,True,0,6.0,30,west,agent,0.021,AUTO_PROCESS,N/A,40.42,0.19,SUCCESSFUL,1
CLM110297,standard,weather,3600.0,False,2,2.2,4,east,app,0.33,AUTO_PROCESS,N/A,46.6,0.07,SUCCESSFUL,1
CLM110298,silver,other,14000.0,True,1,5.8,8,west,agent,0.106,AUTO_PROCESS,N/A,42.12,0.17,SUCCESSFUL,1
CLM110299,premium,weather,182400.0,True,0,5.6,38,east,app,0.207,HUMAN_REVIEW,APPROVE,279.17,11.11,FRAUD_CONFIRMED,0
CLM110300,standard,other,46800.0,True,0,3.5,20,west,app,0.296,AUTO_PROCESS,N/A,45.92,0.06,SUCCESSFUL,1
CLM110301,silver,medical,91900.0,True,0,4.2,43,east,agent,0.373,HUMAN_REVIEW,APPROVE,240.93,20.85,REOPENED,0
CLM110302,silver,theft,5700.0,True,0,1.5,12,south,app,0.289,AUTO_PROCESS,N/A,45.78,0.24,REOPENED,0
CLM110303,standard,theft,34600.0,True,1,4.3,4,south,app,0.278,AUTO_PROCESS,N/A,45.56,0.14,SUCCESSFUL,1
CLM110304,premium,mechanical,26300.0,True,0,9.5,15,west,agent,0.0,AUTO_PROCESS,N/A,40.0,0.29,SUCCESSFUL,1
CLM110305,silver,airline_fault,8500.0,True,1,5.5,40,east,agent,0.0,AUTO_PROCESS,N/A,40.0,0.06,SUCCESSFUL,1
CLM110306,standard,other,17700.0,True,0,2.6,38,north,agent,0.222,AUTO_PROCESS,N/A,44.44,0.19,SUCCESSFUL,1
CLM110307,standard,medical,65100.0,True,1,3.3,38,west,agent,0.067,HUMAN_REVIEW,REJECT,284.2,24.66,FRAUD_CONFIRMED,0
CLM110308,silver,airline_fault,10600.0,True,0,8.4,9,north,agent,0.231,AUTO_PROCESS,N/A,44.62,0.23,SUCCESSFUL,1
CLM110309,standard,airline_fault,69300.0,False,2,2.3,6,south,agent,0.478,HUMAN_REVIEW,APPROVE,232.93,13.56,SUCCESSFUL,1
CLM110310,standard,weather,8200.0,False,0,2.7,38,west,call_center,0.529,AUTO_PROCESS,N/A,50.58,0.14,FRAUD_CONFIRMED,0
CLM110311,standard,medical,58600.0,True,0,8.3,17,north,app,0.273,HUMAN_REVIEW,APPROVE,273.65,55.06,SUCCESSFUL,1
CLM110312,silver,mechanical,6700.0,True,1,4.3,30,north,app,0.179,AUTO_PROCESS,N/A,43.58,0.06,SUCCESSFUL,1
CLM110313,premium,medical,27100.0,True,0,3.7,2,north,call_center,0.083,AUTO_PROCESS,N/A,41.66,0.06,SUCCESSFUL,1
CLM110314,silver,airline_fault,10000.0,True,2,2.0,42,east,app,0.0,AUTO_PROCESS,N/A,40.0,0.23,SUCCESSFUL,1
CLM110315,silver,other,2700.0,True,1,5.6,39,south,app,0.183,AUTO_PROCESS,N/A,43.66,0.08,CUSTOMER_COMPLAINT,0
CLM110316,standard,airline_fault,22700.0,False,0,2.5,16,east,app,0.355,AUTO_PROCESS,N/A,47.1,0.2,SUCCESSFUL,1
CLM110317,standard,weather,95000.0,False,1,5.2,31,south,app,0.598,HUMAN_REVIEW,REJECT,279.8,30.65,CUSTOMER_COMPLAINT,0
CLM110318,premium,other,61000.0,True,1,1.7,13,north,agent,0.192,HUMAN_REVIEW,APPROVE,265.67,53.4,SUCCESSFUL,1
CLM110319,standard,medical,19400.0,True,0,4.2,34,north,app,0.212,AUTO_PROCESS,N/A,44.24,0.18,SUCCESSFUL,1
CLM110320,silver,mechanical,13800.0,True,1,9.4,38,south,app,0.039,AUTO_PROCESS,N/A,40.78,0.14,SUCCESSFUL,1
CLM110321,standard,other,30000.0,True,1,4.8,27,east,app,0.319,AUTO_PROCESS,N/A,46.38,0.18,CUSTOMER_COMPLAINT,0
CLM110322,standard,airline_fault,28700.0,False,1,5.1,29,east,agent,0.255,AUTO_PROCESS,N/A,45.1,0.28,SUCCESSFUL,1
CLM110323,silver,airline_fault,67600.0,True,1,0.3,44,south,agent,0.153,HUMAN_REVIEW,APPROVE,231.44,15.42,SUCCESSFUL,1
CLM110324,standard,airline_fault,15000.0,True,2,1.8,27,north,call_center,0.025,AUTO_PROCESS,N/A,40.5,0.21,SUCCESSFUL,1
CLM110325,standard,weather,78200.0,True,0,4.0,23,north,app,0.447,HUMAN_REVIEW,REJECT,230.11,24.37,CUSTOMER_COMPLAINT,0
CLM110326,standard,medical,3400.0,True,0,9.1,30,east,app,0.166,AUTO_PROCESS,N/A,43.32,0.22,SUCCESSFUL,1
CLM110327,standard,theft,86200.0,True,1,4.9,18,east,app,0.411,HUMAN_REVIEW,APPROVE,201.84,12.84,DISPUTED,0
CLM110328,standard,mechanical,4300.0,True,2,4.6,12,north,app,0.135,AUTO_PROCESS,N/A,42.7,0.26,SUCCESSFUL,1
CLM110329,premium,medical,46900.0,True,2,2.6,32,north,agent,0.079,AUTO_PROCESS,N/A,41.58,0.23,SUCCESSFUL,1
CLM110330,standard,weather,46500.0,True,0,3.1,35,north,app,0.096,AUTO_PROCESS,N/A,41.92,0.11,SUCCESSFUL,1
CLM110331,silver,airline_fault,33400.0,False,1,5.7,16,east,app,0.311,AUTO_PROCESS,N/A,46.22,0.29,FRAUD_CONFIRMED,0
CLM110332,silver,mechanical,39500.0,True,0,3.4,34,west,agent,0.064,AUTO_PROCESS,N/A,41.28,0.2,SUCCESSFUL,1
CLM110333,standard,medical,31400.0,True,0,4.7,2,east,app,0.324,AUTO_PROCESS,N/A,46.48,0.28,SUCCESSFUL,1
CLM110334,standard,mechanical,33700.0,True,3,8.4,36,east,agent,0.389,AUTO_PROCESS,N/A,47.78,0.16,CUSTOMER_COMPLAINT,0
CLM110335,premium,other,11300.0,False,0,3.0,25,south,agent,0.278,AUTO_PROCESS,N/A,45.56,0.08,FRAUD_CONFIRMED,0
CLM110336,silver,other,87400.0,True,2,3.7,9,west,app,0.404,HUMAN_REVIEW,APPROVE,283.69,60.2,SUCCESSFUL,1
CLM110337,premium,medical,96600.0,False,1,4.2,10,east,app,0.368,HUMAN_REVIEW,REJECT,204.96,44.04,FRAUD_CONFIRMED,0
CLM110338,standard,medical,22100.0,False,1,2.8,17,north,app,0.606,AUTO_PROCESS,N/A,52.12,0.22,SUCCESSFUL,1
CLM110339,silver,theft,36200.0,True,1,2.4,38,south,call_center,0.224,AUTO_PROCESS,N/A,44.48,0.08,SUCCESSFUL,1
CLM110340,silver,other,58900.0,False,3,2.7,39,north,app,0.704,HUMAN_REVIEW,APPROVE,271.99,49.05,CUSTOMER_COMPLAINT,0
CLM110341,premium,theft,73500.0,True,0,7.0,34,east,app,0.267,HUMAN_REVIEW,REJECT,231.2,15.54,FRAUD_CONFIRMED,0
CLM110342,standard,mechanical,30100.0,True,1,7.0,18,north,app,0.222,AUTO_PROCESS,N/A,44.44,0.16,SUCCESSFUL,1
CLM110343,premium,weather,18900.0,True,0,7.3,15,north,call_center,0.08,AUTO_PROCESS,N/A,41.6,0.06,SUCCESSFUL,1
CLM110344,standard,other,7200.0,True,1,3.3,38,south,call_center,0.196,AUTO_PROCESS,N/A,43.92,0.17,SUCCESSFUL,1
CLM110345,silver,mechanical,9800.0,True,0,4.1,33,east,call_center,0.083,AUTO_PROCESS,N/A,41.66,0.17,SUCCESSFUL,1
CLM110346,standard,medical,100500.0,True,1,5.5,1,east,call_center,0.429,HUMAN_REVIEW,APPROVE,283.77,37.52,SUCCESSFUL,1
CLM110347,silver,other,500000.0,True,2,6.5,12,south,call_center,0.407,HUMAN_REVIEW,REJECT,192.1,7.72,FRAUD_CONFIRMED,0
CLM110348,standard,mechanical,130600.0,True,0,7.6,4,north,app,0.418,HUMAN_REVIEW,REJECT,282.18,14.87,CUSTOMER_COMPLAINT,0
CLM110349,silver,mechanical,17500.0,True,0,5.1,28,south,app,0.0,AUTO_PROCESS,N/A,40.0,0.26,SUCCESSFUL,1
CLM110350,standard,airline_fault,21100.0,True,2,2.6,10,south,app,0.202,AUTO_PROCESS,N/A,44.04,0.07,SUCCESSFUL,1
CLM110351,standard,mechanical,9400.0,True,0,1.8,5,south,app,0.183,AUTO_PROCESS,N/A,43.66,0.27,FRAUD_CONFIRMED,0
CLM110352,silver,medical,3500.0,True,0,4.5,13,west,app,0.127,AUTO_PROCESS,N/A,42.54,0.05,SUCCESSFUL,1
CLM110353,silver,weather,111700.0,True,1,7.1,35,north,agent,0.275,HUMAN_REVIEW,APPROVE,218.95,12.2,SUCCESSFUL,1
CLM110354,standard,mechanical,48500.0,False,1,15.6,9,east,agent,0.428,AUTO_PROCESS,N/A,48.56,0.22,SUCCESSFUL,1
CLM110355,silver,theft,21500.0,True,1,5.0,32,west,agent,0.303,AUTO_PROCESS,N/A,46.06,0.13,SUCCESSFUL,1
CLM110356,standard,weather,6800.0,True,0,1.3,44,east,agent,0.218,AUTO_PROCESS,N/A,44.36,0.09,SUCCESSFUL,1
CLM110357,silver,airline_fault,22400.0,True,1,2.6,16,east,agent,0.0,AUTO_PROCESS,N/A,40.0,0.09,SUCCESSFUL,1
CLM110358,silver,weather,25100.0,True,1,5.4,0,east,app,0.23,AUTO_PROCESS,N/A,44.6,0.24,SUCCESSFUL,1
CLM110359,silver,other,11300.0,False,0,6.2,24,north,app,0.517,AUTO_PROCESS,N/A,50.34,0.23,SUCCESSFUL,1
CLM110360,silver,weather,55200.0,True,0,5.1,12,north,call_center,0.077,HUMAN_REVIEW,APPROVE,247.2,53.87,SUCCESSFUL,1
CLM110361,standard,airline_fault,104200.0,True,1,4.1,11,east,call_center,0.395,HUMAN_REVIEW,APPROVE,290.45,22.12,SUCCESSFUL,1
CLM110362,standard,mechanical,14800.0,True,0,2.8,22,east,call_center,0.053,AUTO_PROCESS,N/A,41.06,0.25,SUCCESSFUL,1
CLM110363,silver,medical,36000.0,True,0,6.7,36,west,app,0.184,AUTO_PROCESS,N/A,43.68,0.1,SUCCESSFUL,1
CLM110364,standard,medical,52900.0,True,0,9.0,19,north,app,0.181,HUMAN_REVIEW,APPROVE,255.2,57.28,SUCCESSFUL,1
CLM110365,standard,mechanical,4900.0,True,0,4.1,43,east,app,0.145,AUTO_PROCESS,N/A,42.9,0.12,SUCCESSFUL,1
CLM110366,silver,theft,6400.0,True,0,7.6,27,east,app,0.205,AUTO_PROCESS,N/A,44.1,0.21,SUCCESSFUL,1
CLM110367,standard,medical,85300.0,True,0,11.6,2,east,agent,0.197,HUMAN_REVIEW,APPROVE,252.21,29.1,SUCCESSFUL,1
CLM110368,standard,other,19400.0,True,1,0.7,32,east,agent,0.114,AUTO_PROCESS,N/A,42.28,0.19,SUCCESSFUL,1
CLM110369,premium,theft,70500.0,True,1,1.3,16,east,app,0.372,HUMAN_REVIEW,REJECT,200.44,32.68,CUSTOMER_COMPLAINT,0
CLM110370,standard,medical,81300.0,True,0,2.8,8,east,call_center,0.3,HUMAN_REVIEW,APPROVE,266.75,68.03,REOPENED,0
CLM110371,standard,airline_fault,40500.0,True,1,3.0,41,west,agent,0.16,AUTO_PROCESS,N/A,43.2,0.16,SUCCESSFUL,1
CLM110372,standard,mechanical,16400.0,True,2,4.0,42,east,call_center,0.218,AUTO_PROCESS,N/A,44.36,0.1,SUCCESSFUL,1
CLM110373,standard,other,57700.0,False,0,2.9,33,west,agent,0.502,HUMAN_REVIEW,APPROVE,237.23,23.23,SUCCESSFUL,1
CLM110374,silver,airline_fault,194500.0,True,0,6.9,10,east,call_center,0.43,HUMAN_REVIEW,REJECT,256.29,26.75,FRAUD_CONFIRMED,0
CLM110375,silver,weather,104000.0,True,1,2.9,26,south,app,0.477,HUMAN_REVIEW,APPROVE,257.35,67.89,SUCCESSFUL,1
CLM110376,silver,medical,16500.0,True,2,3.3,10,south,app,0.05,AUTO_PROCESS,N/A,41.0,0.2,SUCCESSFUL,1
CLM110377,standard,other,6800.0,False,0,1.7,29,north,call_center,0.698,AUTO_PROCESS,N/A,53.96,0.27,REOPENED,0
CLM110378,standard,airline_fault,55200.0,False,1,1.7,42,east,app,0.609,HUMAN_REVIEW,REJECT,303.4,18.63,FRAUD_CONFIRMED,0
CLM110379,standard,other,59700.0,False,1,2.9,25,south,app,0.529,HUMAN_REVIEW,REJECT,234.75,35.99,FRAUD_CONFIRMED,0
CLM110380,silver,weather,13300.0,True,1,4.6,44,north,app,0.14,AUTO_PROCESS,N/A,42.8,0.2,SUCCESSFUL,1
CLM110381,silver,other,63400.0,True,0,3.6,7,south,agent,0.29,HUMAN_REVIEW,APPROVE,273.16,48.29,SUCCESSFUL,1
CLM110382,standard,other,17400.0,False,1,3.8,15,east,agent,0.474,AUTO_PROCESS,N/A,49.48,0.29,SUCCESSFUL,1
CLM110383,silver,medical,14700.0,False,1,3.0,27,east,agent,0.402,AUTO_PROCESS,N/A,48.04,0.05,SUCCESSFUL,1
CLM110384,silver,other,34900.0,False,0,3.1,39,south,app,0.348,AUTO_PROCESS,N/A,46.96,0.19,CUSTOMER_COMPLAINT,0
CLM110385,standard,other,9900.0,False,0,2.9,7,west,call_center,0.633,AUTO_PROCESS,N/A,52.66,0.12,SUCCESSFUL,1
CLM110386,silver,other,20200.0,True,1,11.6,24,north,agent,0.214,AUTO_PROCESS,N/A,44.28,0.24,SUCCESSFUL,1
CLM110387,silver,mechanical,18500.0,True,0,2.7,4,north,app,0.151,AUTO_PROCESS,N/A,43.02,0.23,FRAUD_CONFIRMED,0
CLM110388,standard,mechanical,42700.0,True,0,0.7,3,west,app,0.213,AUTO_PROCESS,N/A,44.26,0.1,SUCCESSFUL,1
CLM110389,standard,airline_fault,15300.0,True,1,2.8,11,south,agent,0.0,AUTO_PROCESS,N/A,40.0,0.22,SUCCESSFUL,1
CLM110390,silver,weather,13300.0,True,2,1.7,40,north,app,0.072,AUTO_PROCESS,N/A,41.44,0.2,FRAUD_CONFIRMED,0
CLM110391,premium,medical,10900.0,True,1,2.5,27,south,agent,0.0,AUTO_PROCESS,N/A,40.0,0.11,SUCCESSFUL,1
CLM110392,silver,airline_fault,70400.0,False,2,3.7,17,north,app,0.439,HUMAN_REVIEW,APPROVE,186.19,41.37,FRAUD_CONFIRMED,0
CLM110393,silver,other,10400.0,True,0,5.5,15,west,agent,0.178,AUTO_PROCESS,N/A,43.56,0.17,SUCCESSFUL,1
CLM110394,silver,weather,51300.0,True,1,4.2,23,west,app,0.241,HUMAN_REVIEW,REJECT,212.37,31.56,CUSTOMER_COMPLAINT,0
CLM110395,standard,airline_fault,27400.0,True,1,1.9,6,south,agent,0.134,AUTO_PROCESS,N/A,42.68,0.22,SUCCESSFUL,1
CLM110396,standard,weather,28600.0,True,1,1.5,9,south,app,0.116,AUTO_PROCESS,N/A,42.32,0.26,SUCCESSFUL,1
CLM110397,standard,airline_fault,13400.0,False,1,6.3,23,south,call_center,0.442,AUTO_PROCESS,N/A,48.84,0.25,DISPUTED,0
CLM110398,premium,airline_fault,23100.0,True,0,3.9,14,north,call_center,0.0,AUTO_PROCESS,N/A,40.0,0.09,SUCCESSFUL,1
CLM110399,silver,theft,15500.0,True,0,2.9,6,north,call_center,0.247,AUTO_PROCESS,N/A,44.94,0.17,FRAUD_CONFIRMED,0
CLM110400,premium,weather,88700.0,False,0,5.8,4,west,agent,0.619,HUMAN_REVIEW,REJECT,246.06,70.08,FRAUD_CONFIRMED,0
CLM110401,standard,other,29100.0,True,0,4.5,24,north,app,0.133,AUTO_PROCESS,N/A,42.66,0.19,SUCCESSFUL,1
CLM110402,standard,mechanical,26000.0,True,0,3.9,14,west,app,0.259,AUTO_PROCESS,N/A,45.18,0.26,SUCCESSFUL,1
CLM110403,silver,medical,37200.0,True,1,7.4,2,west,call_center,0.403,AUTO_PROCESS,N/A,48.06,0.17,SUCCESSFUL,1
CLM110404,standard,medical,65300.0,False,0,4.9,13,north,agent,0.776,HUMAN_REVIEW,REJECT,308.51,14.19,CUSTOMER_COMPLAINT,0
CLM110405,standard,airline_fault,36900.0,True,2,3.0,4,north,app,0.094,AUTO_PROCESS,N/A,41.88,0.16,DISPUTED,0
CLM110406,silver,airline_fault,36100.0,True,0,7.3,8,north,agent,0.059,AUTO_PROCESS,N/A,41.18,0.18,SUCCESSFUL,1
CLM110407,silver,other,30000.0,True,2,4.2,33,north,app,0.136,AUTO_PROCESS,N/A,42.72,0.05,SUCCESSFUL,1
CLM110408,silver,medical,46300.0,False,0,5.9,44,north,agent,0.235,AUTO_PROCESS,N/A,44.7,0.06,SUCCESSFUL,1
CLM110409,standard,airline_fault,7500.0,False,2,2.0,7,north,app,0.592,AUTO_PROCESS,N/A,51.84,0.1,DISPUTED,0
CLM110410,standard,medical,22400.0,False,0,8.4,34,south,app,0.486,AUTO_PROCESS,N/A,49.72,0.14,SUCCESSFUL,1
